"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2008","2008",414,4841730,8.6,7.7,9.4,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2009","2009",451,4840344,9.3,8.5,10.2,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2010","2010",424,4850126,8.7,7.9,9.6,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2011","2011",391,4875428,8.0,7.2,8.8,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2012","2012",414,4921615,8.4,7.6,9.2,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2013","2013",413,4969522,8.3,7.5,9.1,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2014","2014",446,5037119,8.9,8.0,9.7,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2015","2015",465,5106892,9.1,8.3,9.9,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2016","2016",500,5144042,9.7,8.9,10.6,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2017","2017",551,5232681,10.5,9.7,11.4,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2018","2018",543,5324204,10.2,9.3,11.1,0.4
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2019","2019",654,5400429,12.1,11.2,13.0,0.5
,"35-44 years","35-44","Division 7: West South Central","CENS-D7","2020","2020",938,5495664,17.1,16.0,18.2,0.6
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","1999","1999",350,2816652,12.4,11.1,13.7,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2000","2000",356,2822807,12.6,11.3,13.9,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2001","2001",364,2831669,12.9,11.5,14.2,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2002","2002",436,2817846,15.5,14.0,16.9,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2003","2003",436,2797085,15.6,14.1,17.1,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2004","2004",427,2802881,15.2,13.8,16.7,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2005","2005",439,2824180,15.5,14.1,17.0,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2006","2006",453,2857683,15.9,14.4,17.3,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2007","2007",461,2872038,16.1,14.6,17.5,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2008","2008",465,2869636,16.2,14.7,17.7,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2009","2009",477,2859790,16.7,15.2,18.2,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2010","2010",435,2857699,15.2,13.8,16.7,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2011","2011",475,2862087,16.6,15.1,18.1,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2012","2012",481,2890141,16.6,15.2,18.1,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2013","2013",460,2921484,15.7,14.3,17.2,0.7
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2014","2014",538,2956906,18.2,16.7,19.7,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2015","2015",569,2994332,19.0,17.4,20.6,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2016","2016",599,3025453,19.8,18.2,21.4,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2017","2017",616,3091056,19.9,18.4,21.5,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2018","2018",628,3168199,19.8,18.3,21.4,0.8
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2019","2019",773,3234154,23.9,22.2,25.6,0.9
,"35-44 years","35-44","Division 8: Mountain","CENS-D8","2020","2020",1121,3304882,33.9,31.9,35.9,1.0
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","1999","1999",778,7287057,10.7,9.9,11.4,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2000","2000",585,7292228,8.0,7.4,8.7,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2001","2001",398,7304499,5.4,4.9,6.0,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2002","2002",710,7262560,9.8,9.1,10.5,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2003","2003",630,7221094,8.7,8.0,9.4,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2004","2004",654,7198037,9.1,8.4,9.8,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2005","2005",557,7170588,7.8,7.1,8.4,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2006","2006",611,7131531,8.6,7.9,9.2,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2007","2007",629,7051644,8.9,8.2,9.6,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2008","2008",636,6974853,9.1,8.4,9.8,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2009","2009",677,6896606,9.8,9.1,10.6,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2010","2010",572,6859887,8.3,7.7,9.0,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2011","2011",634,6837455,9.3,8.6,10.0,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2012","2012",520,6844928,7.6,6.9,8.2,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2013","2013",574,6839852,8.4,7.7,9.1,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2014","2014",537,6876063,7.8,7.1,8.5,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2015","2015",555,6906578,8.0,7.4,8.7,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2016","2016",577,6902697,8.4,7.7,9.0,0.3
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2017","2017",612,7015899,8.7,8.0,9.4,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2018","2018",695,7093467,9.8,9.1,10.5,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2019","2019",900,7156521,12.6,11.8,13.4,0.4
,"35-44 years","35-44","Division 9: Pacific","CENS-D9","2020","2020",1533,7221408,21.2,20.2,22.3,0.5
,"45-54 years","45-54","Division 1: New England","CENS-D1","1999","1999",101,1910793,5.3,4.3,6.3,0.5
,"45-54 years","45-54","Division 1: New England","CENS-D1","2000","2000",123,1966437,6.3,5.1,7.4,0.6
,"45-54 years","45-54","Division 1: New England","CENS-D1","2001","2001",194,2049738,9.5,8.1,10.8,0.7
,"45-54 years","45-54","Division 1: New England","CENS-D1","2002","2002",208,2069268,10.1,8.7,11.4,0.7
,"45-54 years","45-54","Division 1: New England","CENS-D1","2003","2003",284,2105707,13.5,11.9,15.1,0.8
,"45-54 years","45-54","Division 1: New England","CENS-D1","2004","2004",206,2141439,9.6,8.3,10.9,0.7
,"45-54 years","45-54","Division 1: New England","CENS-D1","2005","2005",320,2178326,14.7,13.1,16.3,0.8
,"45-54 years","45-54","Division 1: New England","CENS-D1","2006","2006",381,2214843,17.2,15.5,18.9,0.9
,"45-54 years","45-54","Division 1: New England","CENS-D1","2007","2007",377,2244184,16.8,15.1,18.5,0.9
,"45-54 years","45-54","Division 1: New England","CENS-D1","2008","2008",392,2268380,17.3,15.6,19.0,0.9
,"45-54 years","45-54","Division 1: New England","CENS-D1","2009","2009",361,2290227,15.8,14.1,17.4,0.8
,"45-54 years","45-54","Division 1: New England","CENS-D1","2010","2010",328,2297521,14.3,12.7,15.8,0.8
,"45-54 years","45-54","Division 1: New England","CENS-D1","2011","2011",335,2280323,14.7,13.1,16.3,0.8
,"45-54 years","45-54","Division 1: New England","CENS-D1","2012","2012",369,2257257,16.3,14.7,18.0,0.9
,"45-54 years","45-54","Division 1: New England","CENS-D1","2013","2013",513,2222157,23.1,21.1,25.1,1.0
,"45-54 years","45-54","Division 1: New England","CENS-D1","2014","2014",600,2188577,27.4,25.2,29.6,1.1
,"45-54 years","45-54","Division 1: New England","CENS-D1","2015","2015",729,2156699,33.8,31.3,36.3,1.3
,"45-54 years","45-54","Division 1: New England","CENS-D1","2016","2016",878,2110004,41.6,38.9,44.4,1.4
,"45-54 years","45-54","Division 1: New England","CENS-D1","2017","2017",899,2066628,43.5,40.7,46.3,1.5
,"45-54 years","45-54","Division 1: New England","CENS-D1","2018","2018",875,2006986,43.6,40.7,46.5,1.5
,"45-54 years","45-54","Division 1: New England","CENS-D1","2019","2019",895,1941704,46.1,43.1,49.1,1.5
,"45-54 years","45-54","Division 1: New England","CENS-D1","2020","2020",987,1886259,52.3,49.1,55.6,1.7
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","1999","1999",311,5285287,5.9,5.2,6.5,0.3
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2000","2000",277,5416866,5.1,4.5,5.7,0.3
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2001","2001",326,5617263,5.8,5.2,6.4,0.3
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2002","2002",378,5665079,6.7,6.0,7.3,0.3
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2003","2003",434,5753563,7.5,6.8,8.3,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2004","2004",342,5846657,5.8,5.2,6.5,0.3
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2005","2005",444,5935434,7.5,6.8,8.2,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2006","2006",535,6015655,8.9,8.1,9.6,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2007","2007",541,6077237,8.9,8.2,9.7,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2008","2008",649,6131182,10.6,9.8,11.4,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2009","2009",497,6183681,8.0,7.3,8.7,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2010","2010",585,6198291,9.4,8.7,10.2,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2011","2011",688,6154446,11.2,10.3,12.0,0.4
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2012","2012",773,6087400,12.7,11.8,13.6,0.5
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2013","2013",813,6007744,13.5,12.6,14.5,0.5
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2014","2014",833,5932830,14.0,13.1,15.0,0.5
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2015","2015",987,5856362,16.9,15.8,17.9,0.5
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2016","2016",1420,5737592,24.7,23.5,26.0,0.7
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2017","2017",1681,5635551,29.8,28.4,31.3,0.7
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2018","2018",1789,5443784,32.9,31.3,34.4,0.8
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2019","2019",1858,5276724,35.2,33.6,36.8,0.8
,"45-54 years","45-54","Division 2: Middle Atlantic","CENS-D2","2020","2020",2254,5139294,43.9,42.0,45.7,0.9
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","1999","1999",209,5944599,3.5,3.0,4.0,0.2
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2000","2000",331,6110236,5.4,4.8,6.0,0.3
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2001","2001",369,6369151,5.8,5.2,6.4,0.3
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2002","2002",408,6443989,6.3,5.7,6.9,0.3
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2003","2003",375,6561452,5.7,5.1,6.3,0.3
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2004","2004",500,6668761,7.5,6.8,8.2,0.3
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2005","2005",614,6772291,9.1,8.3,9.8,0.4
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2006","2006",764,6860702,11.1,10.3,11.9,0.4
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2007","2007",738,6916728,10.7,9.9,11.4,0.4
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2008","2008",796,6949049,11.5,10.7,12.3,0.4
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2009","2009",868,6963746,12.5,11.6,13.3,0.4
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2010","2010",943,6943624,13.6,12.7,14.4,0.4
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2011","2011",1027,6843187,15.0,14.1,15.9,0.5
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2012","2012",1065,6723493,15.8,14.9,16.8,0.5
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2013","2013",1164,6591261,17.7,16.6,18.7,0.5
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2014","2014",1282,6478003,19.8,18.7,20.9,0.6
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2015","2015",1445,6376453,22.7,21.5,23.8,0.6
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2016","2016",1909,6254671,30.5,29.2,31.9,0.7
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2017","2017",2262,6139507,36.8,35.3,38.4,0.8
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2018","2018",1906,5992168,31.8,30.4,33.2,0.7
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2019","2019",1998,5841287,34.2,32.7,35.7,0.8
,"45-54 years","45-54","Division 3: East North Central","CENS-D3","2020","2020",2560,5722259,44.7,43.0,46.5,0.9
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","1999","1999",48,2487534,1.9,1.4,2.6,0.3
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2000","2000",58,2563966,2.3,1.7,2.9,0.3
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2001","2001",116,2684916,4.3,3.5,5.1,0.4
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2002","2002",128,2728406,4.7,3.9,5.5,0.4
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2003","2003",159,2787442,5.7,4.8,6.6,0.5
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2004","2004",179,2843626,6.3,5.4,7.2,0.5
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2005","2005",225,2902457,7.8,6.7,8.8,0.5
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2006","2006",249,2953034,8.4,7.4,9.5,0.5
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2007","2007",275,2987020,9.2,8.1,10.3,0.6
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2008","2008",297,3012282,9.9,8.7,11.0,0.6
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2009","2009",320,3022060,10.6,9.4,11.7,0.6
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2010","2010",329,3014761,10.9,9.7,12.1,0.6
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2011","2011",334,2969342,11.2,10.0,12.5,0.6
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2012","2012",322,2911218,11.1,9.9,12.3,0.6
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2013","2013",355,2844661,12.5,11.2,13.8,0.7
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2014","2014",356,2790397,12.8,11.4,14.1,0.7
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2015","2015",318,2736951,11.6,10.3,12.9,0.7
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2016","2016",347,2678677,13.0,11.6,14.3,0.7
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2017","2017",375,2616995,14.3,12.9,15.8,0.7
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2018","2018",324,2547504,12.7,11.3,14.1,0.7
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2019","2019",355,2485647,14.3,12.8,15.8,0.8
,"45-54 years","45-54","Division 4: West North Central","CENS-D4","2020","2020",463,2446540,18.9,17.2,20.6,0.9
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","1999","1999",328,6773974,4.8,4.3,5.4,0.3
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2000","2000",466,6989005,6.7,6.1,7.3,0.3
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2001","2001",623,7333873,8.5,7.8,9.2,0.3
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2002","2002",733,7469624,9.8,9.1,10.5,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2003","2003",826,7637436,10.8,10.1,11.6,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2004","2004",970,7822945,12.4,11.6,13.2,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2005","2005",894,8038339,11.1,10.4,11.9,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2006","2006",1116,8242060,13.5,12.7,14.3,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2007","2007",1217,8417394,14.5,13.6,15.3,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2008","2008",1284,8560591,15.0,14.2,15.8,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2009","2009",1340,8689937,15.4,14.6,16.2,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2010","2010",1352,8762436,15.4,14.6,16.3,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2011","2011",1434,8761878,16.4,15.5,17.2,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2012","2012",1353,8729731,15.5,14.7,16.3,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2013","2013",1353,8685616,15.6,14.7,16.4,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2014","2014",1505,8664399,17.4,16.5,18.2,0.4
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2015","2015",1705,8666636,19.7,18.7,20.6,0.5
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2016","2016",2205,8676325,25.4,24.4,26.5,0.5
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2017","2017",2521,8656413,29.1,28.0,30.3,0.6
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2018","2018",2339,8558816,27.3,26.2,28.4,0.6
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2019","2019",2435,8431880,28.9,27.7,30.0,0.6
,"45-54 years","45-54","Division 5: South Atlantic","CENS-D5","2020","2020",3418,8355847,40.9,39.5,42.3,0.7
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","1999","1999",47,2245051,2.1,1.5,2.8,0.3
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2000","2000",51,2306038,2.2,1.6,2.9,0.3
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2001","2001",84,2399187,3.5,2.8,4.3,0.4
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2002","2002",87,2424251,3.6,2.9,4.4,0.4
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2003","2003",144,2464090,5.8,4.9,6.8,0.5
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2004","2004",202,2499647,8.1,7.0,9.2,0.6
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2005","2005",247,2543720,9.7,8.5,10.9,0.6
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2006","2006",246,2590212,9.5,8.3,10.7,0.6
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2007","2007",268,2623624,10.2,9.0,11.4,0.6
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2008","2008",317,2657276,11.9,10.6,13.2,0.7
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2009","2009",367,2674685,13.7,12.3,15.1,0.7
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2010","2010",435,2680363,16.2,14.7,17.8,0.8
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2011","2011",460,2654537,17.3,15.7,18.9,0.8
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2012","2012",488,2613969,18.7,17.0,20.3,0.8
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2013","2013",453,2581878,17.5,15.9,19.2,0.8
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2014","2014",545,2553987,21.3,19.5,23.1,0.9
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2015","2015",636,2532058,25.1,23.2,27.1,1.0
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2016","2016",639,2515252,25.4,23.4,27.4,1.0
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2017","2017",727,2491193,29.2,27.1,31.3,1.1
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2018","2018",631,2455860,25.7,23.7,27.7,1.0
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2019","2019",718,2413597,29.7,27.6,31.9,1.1
,"45-54 years","45-54","Division 6: East South Central","CENS-D6","2020","2020",1030,2382537,43.2,40.6,45.9,1.3
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","1999","1999",96,3874014,2.5,2.0,3.0,0.3
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2000","2000",140,4000688,3.5,2.9,4.1,0.3
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2001","2001",204,4200183,4.9,4.2,5.5,0.3
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2002","2002",291,4287172,6.8,6.0,7.6,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2003","2003",351,4395928,8.0,7.1,8.8,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2004","2004",370,4502587,8.2,7.4,9.1,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2005","2005",414,4618596,9.0,8.1,9.8,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2006","2006",499,4714889,10.6,9.7,11.5,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2007","2007",508,4821925,10.5,9.6,11.5,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2008","2008",476,4911785,9.7,8.8,10.6,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2009","2009",587,4987529,11.8,10.8,12.7,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2010","2010",506,5022588,10.1,9.2,11.0,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2011","2011",516,5021413,10.3,9.4,11.2,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2012","2012",500,4987903,10.0,9.1,10.9,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2013","2013",465,4957252,9.4,8.5,10.2,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2014","2014",502,4961293,10.1,9.2,11.0,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2015","2015",498,4971670,10.0,9.1,10.9,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2016","2016",501,4966329,10.1,9.2,11.0,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2017","2017",520,4968370,10.5,9.6,11.4,0.5
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2018","2018",459,4945240,9.3,8.4,10.1,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2019","2019",440,4917564,8.9,8.1,9.8,0.4
,"45-54 years","45-54","Division 7: West South Central","CENS-D7","2020","2020",588,4923281,11.9,11.0,12.9,0.5
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","1999","1999",261,2289672,11.4,10.0,12.8,0.7
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2000","2000",280,2374023,11.8,10.4,13.2,0.7
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2001","2001",311,2507794,12.4,11.0,13.8,0.7
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2002","2002",366,2567981,14.3,12.8,15.7,0.7
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2003","2003",397,2635461,15.1,13.6,16.5,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2004","2004",426,2704366,15.8,14.3,17.2,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2005","2005",532,2785709,19.1,17.5,20.7,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2006","2006",554,2865102,19.3,17.7,20.9,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2007","2007",569,2928839,19.4,17.8,21.0,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2008","2008",659,2971991,22.2,20.5,23.9,0.9
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2009","2009",641,2995805,21.4,19.7,23.1,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2010","2010",551,3002690,18.4,16.8,19.9,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2011","2011",549,2977204,18.4,16.9,20.0,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2012","2012",610,2948310,20.7,19.0,22.3,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2013","2013",587,2919274,20.1,18.5,21.7,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2014","2014",566,2912028,19.4,17.8,21.0,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2015","2015",551,2912827,18.9,17.3,20.5,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2016","2016",543,2916616,18.6,17.1,20.2,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2017","2017",559,2911154,19.2,17.6,20.8,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2018","2018",559,2904421,19.2,17.7,20.8,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2019","2019",564,2899973,19.4,17.8,21.1,0.8
,"45-54 years","45-54","Division 8: Mountain","CENS-D8","2020","2020",714,2917708,24.5,22.7,26.3,0.9
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","1999","1999",584,5766895,10.1,9.3,10.9,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2000","2000",457,5950693,7.7,7.0,8.4,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2001","2001",353,6224163,5.7,5.1,6.3,0.3
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2002","2002",760,6336424,12.0,11.1,12.8,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2003","2003",787,6478875,12.1,11.3,13.0,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2004","2004",806,6599902,12.2,11.4,13.1,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2005","2005",847,6721032,12.6,11.8,13.5,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2006","2006",950,6829662,13.9,13.0,14.8,0.5
