Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,25-29 years,25-29,Female,F,70,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,25-29 years,25-29,Male,M,159,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,30-34 years,30-34,Female,F,116,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,30-34 years,30-34,Male,M,242,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,35-39 years,35-39,Female,F,238,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,35-39 years,35-39,Male,M,344,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,40-44 years,40-44,Female,F,332,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,40-44 years,40-44,Male,M,540,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,45-49 years,45-49,Female,F,416,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,45-49 years,45-49,Male,M,697,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,50-54 years,50-54,Female,F,553,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,50-54 years,50-54,Male,M,870,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,15-19 years,15-19,Female,F,43,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,15-19 years,15-19,Male,M,108,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,20-24 years,20-24,Female,F,69,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,20-24 years,20-24,Male,M,150,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,25-29 years,25-29,Female,F,72,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,25-29 years,25-29,Male,M,192,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,30-34 years,30-34,Female,F,132,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,30-34 years,30-34,Male,M,233,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,35-39 years,35-39,Female,F,228,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,35-39 years,35-39,Male,M,384,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,40-44 years,40-44,Female,F,321,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,40-44 years,40-44,Male,M,593,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,45-49 years,45-49,Female,F,446,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,45-49 years,45-49,Male,M,759,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,50-54 years,50-54,Female,F,603,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,50-54 years,50-54,Male,M,940,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,15-19 years,15-19,Female,F,39,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,15-19 years,15-19,Male,M,81,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,20-24 years,20-24,Female,F,44,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,20-24 years,20-24,Male,M,146,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,25-29 years,25-29,Female,F,59,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,25-29 years,25-29,Male,M,148,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,30-34 years,30-34,Female,F,108,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,30-34 years,30-34,Male,M,215,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,35-39 years,35-39,Female,F,194,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,35-39 years,35-39,Male,M,351,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,40-44 years,40-44,Female,F,288,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,40-44 years,40-44,Male,M,495,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,45-49 years,45-49,Female,F,361,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,45-49 years,45-49,Male,M,607,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,50-54 years,50-54,Female,F,519,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,50-54 years,50-54,Male,M,899,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,15-19 years,15-19,Female,F,35,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,15-19 years,15-19,Male,M,88,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,20-24 years,20-24,Female,F,51,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,20-24 years,20-24,Male,M,159,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,25-29 years,25-29,Female,F,61,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,25-29 years,25-29,Male,M,156,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,30-34 years,30-34,Female,F,118,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,30-34 years,30-34,Male,M,219,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,35-39 years,35-39,Female,F,182,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,35-39 years,35-39,Male,M,324,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,40-44 years,40-44,Female,F,308,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,40-44 years,40-44,Male,M,505,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,45-49 years,45-49,Female,F,384,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,45-49 years,45-49,Male,M,648,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,50-54 years,50-54,Female,F,531,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,50-54 years,50-54,Male,M,808,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,15-19 years,15-19,Female,F,35,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,15-19 years,15-19,Male,M,109,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,20-24 years,20-24,Female,F,51,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,20-24 years,20-24,Male,M,171,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,25-29 years,25-29,Female,F,65,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,25-29 years,25-29,Male,M,147,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,30-34 years,30-34,Female,F,112,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,30-34 years,30-34,Male,M,187,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,35-39 years,35-39,Female,F,205,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,35-39 years,35-39,Male,M,318,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,40-44 years,40-44,Female,F,271,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,40-44 years,40-44,Male,M,515,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,45-49 years,45-49,Female,F,392,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,45-49 years,45-49,Male,M,651,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,50-54 years,50-54,Female,F,493,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,50-54 years,50-54,Male,M,758,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,15-19 years,15-19,Female,F,43,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,15-19 years,15-19,Male,M,110,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,20-24 years,20-24,Female,F,54,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,20-24 years,20-24,Male,M,171,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,25-29 years,25-29,Female,F,51,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,25-29 years,25-29,Male,M,168,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,30-34 years,30-34,Female,F,106,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,30-34 years,30-34,Male,M,218,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,35-39 years,35-39,Female,F,204,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,35-39 years,35-39,Male,M,360,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,40-44 years,40-44,Female,F,308,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,40-44 years,40-44,Male,M,513,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,45-49 years,45-49,Female,F,383,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,45-49 years,45-49,Male,M,639,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,50-54 years,50-54,Female,F,522,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"May, 2000",2000/05,50-54 years,50-54,Male,M,876,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,15-19 years,15-19,Female,F,35,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,15-19 years,15-19,Male,M,110,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,20-24 years,20-24,Female,F,51,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,20-24 years,20-24,Male,M,186,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,25-29 years,25-29,Female,F,66,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,25-29 years,25-29,Male,M,166,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,30-34 years,30-34,Female,F,102,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,30-34 years,30-34,Male,M,220,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,35-39 years,35-39,Female,F,194,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,35-39 years,35-39,Male,M,331,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,40-44 years,40-44,Female,F,278,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,40-44 years,40-44,Male,M,479,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,45-49 years,45-49,Female,F,389,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,45-49 years,45-49,Male,M,676,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,50-54 years,50-54,Female,F,486,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jun., 2000",2000/06,50-54 years,50-54,Male,M,836,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,15-19 years,15-19,Female,F,47,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,15-19 years,15-19,Male,M,130,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,20-24 years,20-24,Female,F,53,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,20-24 years,20-24,Male,M,195,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,25-29 years,25-29,Female,F,54,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,25-29 years,25-29,Male,M,185,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,30-34 years,30-34,Female,F,106,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,30-34 years,30-34,Male,M,276,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,35-39 years,35-39,Female,F,192,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,35-39 years,35-39,Male,M,322,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,40-44 years,40-44,Female,F,262,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,40-44 years,40-44,Male,M,477,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,45-49 years,45-49,Female,F,338,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,45-49 years,45-49,Male,M,697,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,50-54 years,50-54,Female,F,541,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Jul., 2000",2000/07,50-54 years,50-54,Male,M,799,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,15-19 years,15-19,Female,F,31,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,15-19 years,15-19,Male,M,124,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,20-24 years,20-24,Female,F,37,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,20-24 years,20-24,Male,M,179,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,25-29 years,25-29,Female,F,63,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,25-29 years,25-29,Male,M,179,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,30-34 years,30-34,Female,F,127,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,30-34 years,30-34,Male,M,205,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,35-39 years,35-39,Female,F,178,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,35-39 years,35-39,Male,M,372,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,40-44 years,40-44,Female,F,273,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,40-44 years,40-44,Male,M,494,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,45-49 years,45-49,Female,F,379,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,45-49 years,45-49,Male,M,656,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,50-54 years,50-54,Female,F,548,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Aug., 2000",2000/08,50-54 years,50-54,Male,M,821,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,15-19 years,15-19,Female,F,39,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,15-19 years,15-19,Male,M,128,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,20-24 years,20-24,Female,F,44,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,20-24 years,20-24,Male,M,143,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,25-29 years,25-29,Female,F,65,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,25-29 years,25-29,Male,M,146,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,30-34 years,30-34,Female,F,92,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,30-34 years,30-34,Male,M,211,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,35-39 years,35-39,Female,F,195,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,35-39 years,35-39,Male,M,321,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,40-44 years,40-44,Female,F,283,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,40-44 years,40-44,Male,M,479,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,45-49 years,45-49,Female,F,396,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,45-49 years,45-49,Male,M,656,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,50-54 years,50-54,Female,F,541,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Sep., 2000",2000/09,50-54 years,50-54,Male,M,836,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,15-19 years,15-19,Female,F,61,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,15-19 years,15-19,Male,M,119,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,20-24 years,20-24,Female,F,52,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,20-24 years,20-24,Male,M,150,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,25-29 years,25-29,Female,F,82,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,25-29 years,25-29,Male,M,144,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,30-34 years,30-34,Female,F,115,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,30-34 years,30-34,Male,M,226,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,35-39 years,35-39,Female,F,177,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,35-39 years,35-39,Male,M,364,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,40-44 years,40-44,Female,F,281,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,40-44 years,40-44,Male,M,505,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,45-49 years,45-49,Female,F,395,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,45-49 years,45-49,Male,M,650,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,50-54 years,50-54,Female,F,500,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Oct., 2000",2000/10,50-54 years,50-54,Male,M,883,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Nov., 2000",2000/11,15-19 years,15-19,Female,F,39,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2000,2000,"Nov., 2000",2000/11,15-19 years,15-19,Male,M,95,Not Applicable,Not Applicable
