Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,35-39 years,35-39,Female,F,243,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,35-39 years,35-39,Male,M,431,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,40-44 years,40-44,Female,F,388,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,40-44 years,40-44,Male,M,636,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,45-49 years,45-49,Female,F,518,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,45-49 years,45-49,Male,M,866,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,50-54 years,50-54,Female,F,682,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jan., 2002",2002/01,50-54 years,50-54,Male,M,1111,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,15-19 years,15-19,Female,F,53,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,15-19 years,15-19,Male,M,138,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,20-24 years,20-24,Female,F,83,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,20-24 years,20-24,Male,M,208,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,25-29 years,25-29,Female,F,79,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,25-29 years,25-29,Male,M,179,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,30-34 years,30-34,Female,F,124,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,30-34 years,30-34,Male,M,261,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,35-39 years,35-39,Female,F,232,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,35-39 years,35-39,Male,M,420,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,40-44 years,40-44,Female,F,350,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,40-44 years,40-44,Male,M,570,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,45-49 years,45-49,Female,F,513,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,45-49 years,45-49,Male,M,730,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,50-54 years,50-54,Female,F,605,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Feb., 2002",2002/02,50-54 years,50-54,Male,M,984,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,15-19 years,15-19,Female,F,62,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,15-19 years,15-19,Male,M,167,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,20-24 years,20-24,Female,F,81,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,20-24 years,20-24,Male,M,270,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,25-29 years,25-29,Female,F,86,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,25-29 years,25-29,Male,M,200,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,30-34 years,30-34,Female,F,151,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,30-34 years,30-34,Male,M,263,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,35-39 years,35-39,Female,F,246,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,35-39 years,35-39,Male,M,446,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,40-44 years,40-44,Female,F,373,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,40-44 years,40-44,Male,M,662,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,45-49 years,45-49,Female,F,499,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,45-49 years,45-49,Male,M,857,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,50-54 years,50-54,Female,F,604,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Mar., 2002",2002/03,50-54 years,50-54,Male,M,1060,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,15-19 years,15-19,Female,F,64,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,15-19 years,15-19,Male,M,136,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,20-24 years,20-24,Female,F,87,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,20-24 years,20-24,Male,M,238,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,25-29 years,25-29,Female,F,90,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,25-29 years,25-29,Male,M,207,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,30-34 years,30-34,Female,F,130,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,30-34 years,30-34,Male,M,255,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,35-39 years,35-39,Female,F,245,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,35-39 years,35-39,Male,M,382,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,40-44 years,40-44,Female,F,361,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,40-44 years,40-44,Male,M,604,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,45-49 years,45-49,Female,F,483,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,45-49 years,45-49,Male,M,827,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,50-54 years,50-54,Female,F,563,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Apr., 2002",2002/04,50-54 years,50-54,Male,M,1016,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,15-19 years,15-19,Female,F,75,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,15-19 years,15-19,Male,M,179,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,20-24 years,20-24,Female,F,87,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,20-24 years,20-24,Male,M,236,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,25-29 years,25-29,Female,F,106,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,25-29 years,25-29,Male,M,252,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,30-34 years,30-34,Female,F,141,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,30-34 years,30-34,Male,M,267,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,35-39 years,35-39,Female,F,249,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,35-39 years,35-39,Male,M,459,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,40-44 years,40-44,Female,F,390,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,40-44 years,40-44,Male,M,631,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,45-49 years,45-49,Female,F,507,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,45-49 years,45-49,Male,M,813,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,50-54 years,50-54,Female,F,590,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"May, 2002",2002/05,50-54 years,50-54,Male,M,1016,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,15-19 years,15-19,Female,F,72,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,15-19 years,15-19,Male,M,171,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,20-24 years,20-24,Female,F,86,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,20-24 years,20-24,Male,M,237,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,25-29 years,25-29,Female,F,79,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,25-29 years,25-29,Male,M,209,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,30-34 years,30-34,Female,F,145,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,30-34 years,30-34,Male,M,294,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,35-39 years,35-39,Female,F,209,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,35-39 years,35-39,Male,M,415,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,40-44 years,40-44,Female,F,357,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,40-44 years,40-44,Male,M,593,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,45-49 years,45-49,Female,F,462,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,45-49 years,45-49,Male,M,811,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,50-54 years,50-54,Female,F,596,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jun., 2002",2002/06,50-54 years,50-54,Male,M,976,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,15-19 years,15-19,Female,F,74,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,15-19 years,15-19,Male,M,168,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,20-24 years,20-24,Female,F,83,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,20-24 years,20-24,Male,M,260,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,25-29 years,25-29,Female,F,83,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,25-29 years,25-29,Male,M,257,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,30-34 years,30-34,Female,F,170,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,30-34 years,30-34,Male,M,302,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,35-39 years,35-39,Female,F,220,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,35-39 years,35-39,Male,M,383,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,40-44 years,40-44,Female,F,375,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,40-44 years,40-44,Male,M,618,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,45-49 years,45-49,Female,F,525,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,45-49 years,45-49,Male,M,868,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,50-54 years,50-54,Female,F,639,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Jul., 2002",2002/07,50-54 years,50-54,Male,M,1104,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,15-19 years,15-19,Female,F,65,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,15-19 years,15-19,Male,M,159,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,20-24 years,20-24,Female,F,90,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,20-24 years,20-24,Male,M,261,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,25-29 years,25-29,Female,F,76,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,25-29 years,25-29,Male,M,215,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,30-34 years,30-34,Female,F,139,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,30-34 years,30-34,Male,M,292,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,35-39 years,35-39,Female,F,223,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,35-39 years,35-39,Male,M,410,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,40-44 years,40-44,Female,F,394,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,40-44 years,40-44,Male,M,643,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,45-49 years,45-49,Female,F,467,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,45-49 years,45-49,Male,M,832,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,50-54 years,50-54,Female,F,601,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Aug., 2002",2002/08,50-54 years,50-54,Male,M,992,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,15-19 years,15-19,Female,F,59,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,15-19 years,15-19,Male,M,152,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,20-24 years,20-24,Female,F,74,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,20-24 years,20-24,Male,M,285,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,25-29 years,25-29,Female,F,93,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,25-29 years,25-29,Male,M,224,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,30-34 years,30-34,Female,F,139,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,30-34 years,30-34,Male,M,274,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,35-39 years,35-39,Female,F,230,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,35-39 years,35-39,Male,M,390,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,40-44 years,40-44,Female,F,384,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,40-44 years,40-44,Male,M,579,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,45-49 years,45-49,Female,F,443,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,45-49 years,45-49,Male,M,796,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,50-54 years,50-54,Female,F,587,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Sep., 2002",2002/09,50-54 years,50-54,Male,M,1026,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,15-19 years,15-19,Female,F,69,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,15-19 years,15-19,Male,M,153,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,20-24 years,20-24,Female,F,79,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,20-24 years,20-24,Male,M,225,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,25-29 years,25-29,Female,F,91,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,25-29 years,25-29,Male,M,246,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,30-34 years,30-34,Female,F,148,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,30-34 years,30-34,Male,M,249,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,35-39 years,35-39,Female,F,215,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,35-39 years,35-39,Male,M,380,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,40-44 years,40-44,Female,F,369,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,40-44 years,40-44,Male,M,608,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,45-49 years,45-49,Female,F,495,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,45-49 years,45-49,Male,M,839,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,50-54 years,50-54,Female,F,611,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Oct., 2002",2002/10,50-54 years,50-54,Male,M,1072,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,15-19 years,15-19,Female,F,53,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,15-19 years,15-19,Male,M,141,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,20-24 years,20-24,Female,F,93,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,20-24 years,20-24,Male,M,234,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,25-29 years,25-29,Female,F,101,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,25-29 years,25-29,Male,M,221,Not Applicable,Not Applicable
,Division 5: South Atlantic,CENS-D5,2002,2002,"Nov., 2002",2002/11,30-34 years,30-34,Female,F,133,Not Applicable,Not Applicable
